source,case_id,molecule_id,source_index,smiles,vina_score_only,vina_status,vina_error,sdf_name,sdf_path,benchmark_metric_path,benchmark_ligand_filename,rdkit_mw,rdkit_heavy_atoms,rdkit_hetero_atoms,rdkit_rings,rdkit_rotatable_bonds,rdkit_hbd,rdkit_hba,rdkit_tpsa,rdkit_logp,rdkit_qed,rdkit_formal_charge,case_generated_sdf_count,case_generated_vina_scored_count,case_generated_vina_scored_fraction,case_curated_without_opt_count,case_generated_vina_score_mean,case_curated_vina_score_mean,case_generated_minus_curated_vina_score_mean
generated,14gs,generated:14gs:2,2,CC1=C(C)[C@H]2C(N1)[C@H](Cc1cccc(C3C=CCC=C3)c1)N(C1C=CC(CO)C=C1)C(=O)[C@@H]2CO,-6.737,ok,,14gs_protein.pdb_generated_2.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_2.sdf,,,472.6290,35.0000,5.0000,5.0000,6.0000,3.0000,4.0000,72.8000,3.6331,0.5531,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:20,20,N#Cc1cccc(CN2CC[C@@H]3OC[C@H](F)[C@@H](O)[C@@H]32)c1,-6.206,ok,,14gs_protein.pdb_generated_20.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_20.sdf,,,276.3110,20.0000,5.0000,3.0000,2.0000,1.0000,4.0000,56.4900,1.2304,0.8825,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:21,21,CCN1C(c2ccccc2)=NCC1CCCC1=CCC=CC1,-5.108,ok,,14gs_protein.pdb_generated_21.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_21.sdf,,,294.4420,22.0000,2.0000,3.0000,6.0000,0.0000,2.0000,15.6000,4.5840,0.7010,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:22,22,CC1=CN(c2ccncc2)C(=O)N2C[C@@H](c3cccc(C)c3)CC12,-7.449,ok,,14gs_protein.pdb_generated_22.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_22.sdf,,,319.4080,24.0000,4.0000,4.0000,2.0000,0.0000,2.0000,36.4400,4.0919,0.8356,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:23,23,C[C@@]12C[C@@]3(c4ccc(Cl)cc4)C[C@@H]1[C@@]([C@@H]1C[C@H](CO)[C@@H](O)C1=O)(C[C@@H]2CO)C3,-6.021,ok,,14gs_protein.pdb_generated_23.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_23.sdf,,,404.9340,28.0000,5.0000,5.0000,4.0000,3.0000,4.0000,77.7600,2.9548,0.7206,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:24,24,O=Cc1cccc2c1OC1=C(CC=CC1)[C@@H]2c1ccc(F)c(Cl)c1,-7.479,ok,,14gs_protein.pdb_generated_24.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_24.sdf,,,340.7810,24.0000,4.0000,4.0000,2.0000,0.0000,2.0000,26.3000,5.4200,0.5387,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:25,25,Cc1ccc(C(=O)C[C@@H](O)[C@H]2[C@@H]3OC4=C(CN(C)N4)[C@@H]3CC(=O)CC3=C4N(CN3)NCN42)cc1,-8.261,ok,,14gs_protein.pdb_generated_25.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_25.sdf,,,466.5420,34.0000,10.0000,6.0000,4.0000,4.0000,10.0000,109.4100,0.1463,0.4579,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:26,26,COC1=NC=C[C@H]2CC3=CN=C[C@H](Oc4ccccc4)N=C3N12,-6.314,ok,,14gs_protein.pdb_generated_26.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_26.sdf,,,308.3410,23.0000,6.0000,4.0000,2.0000,0.0000,6.0000,58.7800,2.3623,0.8425,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:27,27,O=C1[C@H]([C@H]2C=CCC=C2O)CC[C@H]1OCc1ccccc1,-5.633,ok,,14gs_protein.pdb_generated_27.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_27.sdf,,,284.3550,21.0000,3.0000,3.0000,4.0000,1.0000,3.0000,46.5300,3.5689,0.8598,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:29,29,C[C@H](O)[C@@H]1C[C@@H](COc2cccc(CC(=O)O)c2)O[C@@H](C2C=CCC(O)=C2)C1,-5.535,ok,,14gs_protein.pdb_generated_29.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_29.sdf,,,388.4600,28.0000,6.0000,3.0000,7.0000,3.0000,5.0000,96.2200,3.2551,0.6207,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:3,3,COC1C=CC2C(=C1O)CC1=C(CNN1C)C1=C2NC(C)O1,-7.069,ok,,14gs_protein.pdb_generated_3.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_3.sdf,,,303.3620,22.0000,6.0000,4.0000,1.0000,3.0000,6.0000,65.9900,1.2847,0.6344,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:30,30,C[C@@H]1[C@@H](c2cc3c(cc2O)O[C@@H](O)[C@H](c2ccccc2)N3C)CN[C@H]1c1ccccc1,-6.951,ok,,14gs_protein.pdb_generated_30.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_30.sdf,,,416.5210,31.0000,5.0000,5.0000,3.0000,3.0000,5.0000,64.9600,4.3447,0.5927,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:32,32,Cc1nc2cc(CCC3=C(CN=C4C=CCC=C4)NCC3C)c(O)cc2[nH]1,2.801,ok,,14gs_protein.pdb_generated_32.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_32.sdf,,,362.4770,27.0000,5.0000,4.0000,5.0000,3.0000,4.0000,73.3000,3.9600,0.7537,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:33,33,CO[C@@H]1CCC[C@H](Nc2cc(CC(O)c3ccc(O)cc3)ccc2O)C1,-6.326,ok,,14gs_protein.pdb_generated_33.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_33.sdf,,,357.4500,26.0000,5.0000,3.0000,6.0000,4.0000,5.0000,81.9500,3.7434,0.5922,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:34,34,COCc1nccc(=O)n1[C@@]1(C)Cc2ccc3ccccc3c2O1,-7.526,ok,,14gs_protein.pdb_generated_34.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_34.sdf,,,322.3640,24.0000,5.0000,4.0000,3.0000,0.0000,4.0000,53.3500,2.8507,0.7439,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:35,35,Cc1ccc([C@H]2CC3=C(C2)N(C(c2ccccc2)C(F)(F)F)CN3)c(O)c1,-5.84,ok,,14gs_protein.pdb_generated_35.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_35.sdf,,,374.4060,27.0000,6.0000,4.0000,3.0000,2.0000,3.0000,35.5000,4.9559,0.7975,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:36,36,CO[C@H]1C=C2C[C@@H](n3c(=O)[nH]c(=O)[nH]c3=O)C[C@@H]2O[C@@H]1[C@@H]1C=CC(=N)N=C1,-7.782,ok,,14gs_protein.pdb_generated_36.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_36.sdf,,,373.3690,27.0000,10.0000,4.0000,3.0000,3.0000,6.0000,142.3900,-0.4973,0.6125,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:37,37,O=C(N1Cc2ccccc2C1)N(Cc1ccccc1F)c1ccc(O)cc1,-6.104,ok,,14gs_protein.pdb_generated_37.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_37.sdf,,,362.4040,27.0000,5.0000,4.0000,3.0000,1.0000,2.0000,43.7800,4.6737,0.7355,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:38,38,CC[C@H](C(=O)OCCCCc1ccccc1)C(=O)c1ccccc1,-4.654,ok,,14gs_protein.pdb_generated_38.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_38.sdf,,,324.4200,24.0000,3.0000,2.0000,9.0000,0.0000,3.0000,43.3700,4.4616,0.2959,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:39,39,N=C1NC2=CCC=C[C@H]2O[C@@H]([C@H]2O[C@@H]3c4ccccc4C[C@]3(O)C2=O)N1,-6.898,ok,,14gs_protein.pdb_generated_39.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_39.sdf,,,353.3780,26.0000,7.0000,5.0000,1.0000,4.0000,5.0000,103.6700,0.6655,0.5534,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:4,4,CCCCN[C@H](CCc1ccccc1)C(=O)N=C1C(S(N)(O)O)CCN1C,-4.643,ok,,14gs_protein.pdb_generated_4.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_4.sdf,,,396.5570,27.0000,8.0000,2.0000,9.0000,4.0000,5.0000,111.1800,2.6310,0.4776,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:40,40,Cc1cc2c(c3c1C(=O)N1c4ccccc4[C@H](C(=O)O)[C@@H]31)[C@H](C)CN(c1ccccc1)C2,-7.168,ok,,14gs_protein.pdb_generated_40.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_40.sdf,,,424.5000,32.0000,5.0000,6.0000,2.0000,1.0000,3.0000,60.8500,5.0020,0.6288,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:41,41,O[C@@H]1c2ccccc2OCCC[C@H]1c1cc(C2C=CCC=C2)ccn1,-5.991,ok,,14gs_protein.pdb_generated_41.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_41.sdf,,,333.4310,25.0000,3.0000,4.0000,2.0000,1.0000,3.0000,42.3500,4.6711,0.8121,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:42,42,CN[C@@H](C(=O)C1C=CCC=C1)[S@@H](O)c1cc(N)ccn1,-3.6,ok,,14gs_protein.pdb_generated_42.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_42.sdf,,,293.3920,20.0000,6.0000,2.0000,5.0000,4.0000,5.0000,88.2400,1.7438,0.4905,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:43,43,OS(O)(c1ccccc1)N1Cn2c3ccccc3c3cccc1c32,-7.399,ok,,14gs_protein.pdb_generated_43.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_43.sdf,,,336.4160,24.0000,5.0000,5.0000,2.0000,2.0000,3.0000,48.6300,5.2967,0.5223,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:44,44,CC[C@@]1(C)C[C@@H]([C@@H]2CCc3cccnc3N2)[C@H](C)C[C@@H]1CCC#N,-6.648,ok,,14gs_protein.pdb_generated_44.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_44.sdf,,,325.5000,24.0000,3.0000,3.0000,4.0000,1.0000,3.0000,48.7100,5.1907,0.8283,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:45,45,OCC=C1CN2C(=C1F)Nc1c(CC3C=CCC=C3)cccc12,-6.613,ok,,14gs_protein.pdb_generated_45.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_45.sdf,,,310.3720,23.0000,4.0000,4.0000,3.0000,2.0000,3.0000,35.5000,3.6642,0.8364,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:46,46,CC1=C[C@@H](c2ncncc2Cc2ccc3cc(O)ccc3c(=O)c2O)C=CC1,-6.417,ok,,14gs_protein.pdb_generated_46.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_46.sdf,,,372.4240,28.0000,5.0000,4.0000,3.0000,2.0000,5.0000,83.3100,3.9818,0.6796,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:47,47,CNC(=O)[C@@](C)(CC1CN=C2CCNN21)N[C@@H]1CCN(c2cc(F)cc(F)c2)C1,-6.59,ok,,14gs_protein.pdb_generated_47.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_47.sdf,,,406.4810,29.0000,9.0000,4.0000,6.0000,3.0000,6.0000,72.0000,1.0189,0.6581,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:48,48,CC1=CN2CC(=O)N(C[C@@H](O)C(=O)N3CC[C@@H](O)C3)[C@H]2C[C@H](C2=CCC=CC2)CC1,-6.12,ok,,14gs_protein.pdb_generated_48.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_48.sdf,,,415.5340,30.0000,7.0000,4.0000,4.0000,2.0000,5.0000,84.3200,1.3911,0.6782,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:49,49,CN1C2=CCC=N[C@@H]2C[C@@H]1OC[C@@H]1N[C@@H](O)c2cncnc21,-5.92,ok,,14gs_protein.pdb_generated_49.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_49.sdf,,,301.3500,22.0000,7.0000,4.0000,3.0000,2.0000,7.0000,82.8700,0.5170,0.8466,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:5,5,CCC(=C1NN(C)NC1=O)N1C[C@H](O)[C@H]2C3=C1C1C=C(O)C(O)C=C1NN3[C@@H](C1C=CCC=C1)[C@@H]2C,-6.865,ok,,14gs_protein.pdb_generated_5.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_5.sdf,,,494.5960,36.0000,10.0000,6.0000,3.0000,6.0000,9.0000,123.5700,0.8808,0.2507,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:50,50,O=CC(=O)N1C(=O)c2ccccc2[C@@H](C2C=CC(Cl)C=C2)C1=O,-8.336,ok,,14gs_protein.pdb_generated_50.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_50.sdf,,,329.7390,23.0000,6.0000,3.0000,2.0000,0.0000,4.0000,71.5200,1.8277,0.2727,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:51,51,CC[C@H]1[C@H](c2c(F)ccc3ccccc23)NC2=CC=C3C(=O)NC(Nc4ccc(F)cc4)=N[C@@H]3N21,-9.287,ok,,14gs_protein.pdb_generated_51.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_51.sdf,,,471.5110,35.0000,8.0000,6.0000,3.0000,3.0000,5.0000,68.7600,4.5483,0.5245,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:52,52,CC(=O)N=C1CC2=C(O)[C@H](O)CC(O)(O)[C@@H]2C=N1,-6.473,ok,,14gs_protein.pdb_generated_52.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_52.sdf,,,254.2420,18.0000,7.0000,2.0000,0.0000,4.0000,5.0000,122.7100,-0.7203,0.4247,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:53,53,CC[C@@H]1[C@H](O)c2cc(C)cnc2N1C1=NN(C2=CCC=C(OC)C2)CN1,-6.96,ok,,14gs_protein.pdb_generated_53.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_53.sdf,,,355.4420,26.0000,7.0000,4.0000,3.0000,2.0000,7.0000,73.2200,2.3637,0.8672,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:54,54,CN1C(=O)N(CCO)C(=O)C2=C(CNN2)c2ccccc21,-6.587,ok,,14gs_protein.pdb_generated_54.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_54.sdf,,,288.3070,21.0000,7.0000,3.0000,2.0000,3.0000,5.0000,84.9100,-0.1038,0.7073,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:55,55,O=C1NCC2=C(O)C[C@]3(CC[C@H]([C@H](CCO)Cc4ccc(O)cc4)C[C@@H]3O)[C@@H]12,-6.189,ok,,14gs_protein.pdb_generated_55.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_55.sdf,,,387.4760,28.0000,6.0000,4.0000,5.0000,5.0000,5.0000,110.0200,2.0425,0.5311,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:56,56,O=C(CCc1ccccc1)C[C@@H]1C[C@](O)(C2=CCC=CC2)[C@@H](O)[C@@H]1NC(=O)Nc1c(Cl)ccc2ccccc12,-6.788,ok,,14gs_protein.pdb_generated_56.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_56.sdf,,,545.0790,39.0000,7.0000,5.0000,8.0000,4.0000,4.0000,98.6600,5.9636,0.2628,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:57,57,N=C1N=CN=C2C1NCN2[C@@H]1OC2=CC[C@@H](N3CNCN3)C[C@H]2S1(O)O,-5.717,ok,,14gs_protein.pdb_generated_57.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_57.sdf,,,382.4500,26.0000,12.0000,5.0000,2.0000,6.0000,10.0000,140.8300,-0.5605,0.3733,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:58,58,COC1C=CC(CCC(=C=CC(C)C)NC(=O)c2ccccc2)C=C1,-5.846,ok,,14gs_protein.pdb_generated_58.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_58.sdf,,,337.4630,25.0000,3.0000,2.0000,7.0000,1.0000,2.0000,38.3300,4.6488,0.5809,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:59,59,CO[C@H](S[C@H]1[C@H](O)[C@@H](C)C[C@H]1c1ccc(C(N)=O)cc1)C1C=C(F)CC=C1O,-6.228,ok,,14gs_protein.pdb_generated_59.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_59.sdf,,,407.5070,28.0000,7.0000,3.0000,6.0000,3.0000,5.0000,92.7800,3.6593,0.6260,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:6,6,C[C@H](NC(=O)C1=CCC=CC1)c1cncc(C2CCC(F)N2)n1,-4.88,ok,,14gs_protein.pdb_generated_6.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_6.sdf,,,316.3800,23.0000,6.0000,3.0000,4.0000,2.0000,4.0000,66.9100,2.6503,0.6618,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:60,60,Cc1ccc(C(=O)N[C@H]2N=C(CNC(=O)CN3CNC(C)C3=O)NC2=O)cc1,-6.024,ok,,14gs_protein.pdb_generated_60.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_60.sdf,,,386.4120,28.0000,10.0000,3.0000,6.0000,4.0000,6.0000,132.0000,-1.5268,0.4711,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:61,61,O=C(CO)[C@H](CC1C=CCC=C1)[C@@H](O)CC[C@@H]1CC(=C2CC=CC=N2)ON1,-6.846,ok,,14gs_protein.pdb_generated_61.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_61.sdf,,,372.4650,27.0000,6.0000,3.0000,8.0000,3.0000,6.0000,91.1500,2.3633,0.5692,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:62,62,Oc1cccc2cc([C@H]3C[C@@H](O)[C@@]4(O)[C@H](O)Cc5ccccc5[C@@H]34)ccc12,-7.089,ok,,14gs_protein.pdb_generated_62.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_62.sdf,,,362.4250,27.0000,4.0000,5.0000,1.0000,4.0000,4.0000,80.9200,2.8255,0.5366,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:63,63,Cc1ccccc1C(=O)N(C(N)=O)C1Cc2ccccc2C1,-4.878,ok,,14gs_protein.pdb_generated_63.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_63.sdf,,,294.3540,22.0000,4.0000,3.0000,2.0000,1.0000,2.0000,63.4000,2.6833,0.9252,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:64,64,O=C1NC2C([C@@H]3O[C@@H]([C@H]4C(=O)Oc5ccc(F)cc54)C[C@H]4CN5[C@H](Cc6ccccc6)[C@H](O)[C@@]435)=CC=CC2=C1O,-10.697,ok,,14gs_protein.pdb_generated_64.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_64.sdf,,,542.5630,40.0000,9.0000,8.0000,4.0000,3.0000,7.0000,108.3300,2.4489,0.4025,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:65,65,NC1=CCC(C2=NNCN2C[C@H]2CC(=O)N(CCC3C=CCC=C3)C2)=C(O)C1,-6.321,ok,,14gs_protein.pdb_generated_65.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_65.sdf,,,383.4960,28.0000,7.0000,4.0000,6.0000,3.0000,6.0000,94.1900,1.9820,0.6100,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
generated,14gs,generated:14gs:66,66,O=C1CCC(=O)[C@H](Cc2ccccc2CN2CC=C(O)C=C2F)N1,-6.454,ok,,14gs_protein.pdb_generated_66.sdf,data/generated/14gs/run_a/14gs_protein.pdb_generated_66.sdf,,,330.3590,24.0000,6.0000,3.0000,4.0000,2.0000,4.0000,69.6400,2.1452,0.8301,0.0000,95,95,1.000,98,-6.403,-6.746,0.343
